id,VehicleMake,VehicleModel,VehicleManufactureYear,Year,SuggestionField
185,ALFA ROMEO,ALFA ROMEO 155 2.0 TWIN SPARK,19930301,1993,ALFA ROMEO 155 2.0 TWIN SPARK 1993
186,ALFA ROMEO,ALFA ROMEO 155 2.0 TWIN SPARK,19940101,1994,ALFA ROMEO 155 2.0 TWIN SPARK 1994
187,ALFA ROMEO,ALFA ROMEO 155 2.0 T-SPARK SPORT,19960401,1996,ALFA ROMEO 155 2.0 T-SPARK SPORT 1996
188,ALFA ROMEO,ALFA ROMEO 155 2.0 T-SPARK SPORT,19970101,1997,ALFA ROMEO 155 2.0 T-SPARK SPORT 1997
189,ALFA ROMEO,ALFA ROMEO 155 2.0 T-SPARK SUPER,19960401,1996,ALFA ROMEO 155 2.0 T-SPARK SUPER 1996
190,ALFA ROMEO,ALFA ROMEO 155 2.0 T-SPARK SUPER,19970101,1997,ALFA ROMEO 155 2.0 T-SPARK SUPER 1997
191,ALFA ROMEO,ALFA ROMEO 155 2.5 V6,19930301,1993,ALFA ROMEO 155 2.5 V6 1993
192,ALFA ROMEO,ALFA ROMEO 155 2.5 V6,19940101,1994,ALFA ROMEO 155 2.5 V6 1994
193,ALFA ROMEO,ALFA ROMEO 155 2.5 V6,19960401,1996,ALFA ROMEO 155 2.5 V6 1996
194,ALFA ROMEO,ALFA ROMEO 155 2.5 V6,19970101,1997,ALFA ROMEO 155 2.5 V6 1997
195,ALFA ROMEO,ALFA ROMEO 155 2.0 Q4 TURBO,19930301,1993,ALFA ROMEO 155 2.0 Q4 TURBO 1993
196,ALFA ROMEO,ALFA ROMEO 155 2.0 Q4 TURBO,19940101,1994,ALFA ROMEO 155 2.0 Q4 TURBO 1994
197,ALFA ROMEO,ALFA ROMEO 156 1.9 JTD VELOCE,20041101,2004,ALFA ROMEO 156 1.9 JTD VELOCE 2004
198,ALFA ROMEO,ALFA ROMEO 156 1.9 JTD VELOCE,20050101,2005,ALFA ROMEO 156 1.9 JTD VELOCE 2005
199,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK,19981001,1998,ALFA ROMEO 156 2.0 TWIN SPARK 1998
200,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK,19990101,1999,ALFA ROMEO 156 2.0 TWIN SPARK 1999
201,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK,20000101,2000,ALFA ROMEO 156 2.0 TWIN SPARK 2000
202,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK,20010101,2001,ALFA ROMEO 156 2.0 TWIN SPARK 2001
203,ALFA ROMEO,ALFA ROMEO 156 2.0 TS,20020901,2002,ALFA ROMEO 156 2.0 TS 2002
204,ALFA ROMEO,ALFA ROMEO 156 2.0 TS,20030101,2003,ALFA ROMEO 156 2.0 TS 2003
205,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK VELOCE,20040101,2004,ALFA ROMEO 156 2.0 TWIN SPARK VELOCE 2004
206,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK VELOCE,20050101,2005,ALFA ROMEO 156 2.0 TWIN SPARK VELOCE 2005
207,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK LUSSO,20040101,2004,ALFA ROMEO 156 2.0 TWIN SPARK LUSSO 2004
208,ALFA ROMEO,ALFA ROMEO 156 2.0 TWIN SPARK LUSSO,20050101,2005,ALFA ROMEO 156 2.0 TWIN SPARK LUSSO 2005
209,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20000701,2000,ALFA ROMEO 156 2.0 SELESPEED 2000
210,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20010101,2001,ALFA ROMEO 156 2.0 SELESPEED 2001
211,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20020901,2002,ALFA ROMEO 156 2.0 SELESPEED 2002
212,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20030101,2003,ALFA ROMEO 156 2.0 SELESPEED 2003
213,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20040101,2004,ALFA ROMEO 156 2.0 SELESPEED 2004
214,ALFA ROMEO,ALFA ROMEO 156 2.0 SELESPEED,20050101,2005,ALFA ROMEO 156 2.0 SELESPEED 2005
215,ALFA ROMEO,ALFA ROMEO 156 2.0 SPORTWAGON VELOCE,20040101,2004,ALFA ROMEO 156 2.0 SPORTWAGON VELOCE 2004
216,ALFA ROMEO,ALFA ROMEO 156 2.0 SPORTWAGON VELOCE,20050101,2005,ALFA ROMEO 156 2.0 SPORTWAGON VELOCE 2005
217,ALFA ROMEO,ALFA ROMEO 156 2.4 JTD,20030501,2003,ALFA ROMEO 156 2.4 JTD 2003
218,ALFA ROMEO,ALFA ROMEO 156 2.4 JTD LUSSO,20041101,2004,ALFA ROMEO 156 2.4 JTD LUSSO 2004
219,ALFA ROMEO,ALFA ROMEO 156 2.4 JTD LUSSO,20050101,2005,ALFA ROMEO 156 2.4 JTD LUSSO 2005
220,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,19981001,1998,ALFA ROMEO 156 2.5 V6 1998
221,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,19990101,1999,ALFA ROMEO 156 2.5 V6 1999
222,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20000101,2000,ALFA ROMEO 156 2.5 V6 2000
223,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20010101,2001,ALFA ROMEO 156 2.5 V6 2001
224,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20020901,2002,ALFA ROMEO 156 2.5 V6 2002
225,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20030101,2003,ALFA ROMEO 156 2.5 V6 2003
226,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20040101,2004,ALFA ROMEO 156 2.5 V6 2004
227,ALFA ROMEO,ALFA ROMEO 156 2.5 V6,20050101,2005,ALFA ROMEO 156 2.5 V6 2005
228,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20001101,2000,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2000
229,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20010101,2001,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2001
230,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20020901,2002,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2002
231,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20030101,2003,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2003
232,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20040101,2004,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2004
233,ALFA ROMEO,ALFA ROMEO 156 2.5 V6 SPORTWAGON,20050101,2005,ALFA ROMEO 156 2.5 V6 SPORTWAGON 2005
234,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA,20030501,2003,ALFA ROMEO 156 3.2 V6 GTA 2003
235,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA,20040101,2004,ALFA ROMEO 156 3.2 V6 GTA 2004
236,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA,20050101,2005,ALFA ROMEO 156 3.2 V6 GTA 2005
237,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON,20030501,2003,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON 2003
238,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON,20040101,2004,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON 2004
239,ALFA ROMEO,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON,20050101,2005,ALFA ROMEO 156 3.2 V6 GTA SPORTWAGON 2005
240,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20041101,2004,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2004
241,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20050101,2005,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2005
242,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20060101,2006,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2006
243,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20070101,2007,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2007
244,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20080101,2008,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2008
245,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20090101,2009,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2009
246,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20100101,2010,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2010
247,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD DISTINCTIVE,20110101,2011,ALFA ROMEO GT 1.9 JTD DISTINCTIVE 2011
248,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE,20080201,2008,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE 2008
249,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE,20090101,2009,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE 2009
250,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE,20100101,2010,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE 2010
251,ALFA ROMEO,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE,20110101,2011,ALFA ROMEO GT 1.9 JTD Q2 DISTINCTIVE 2011
252,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20041101,2004,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2004
253,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20050101,2005,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2005
254,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20060101,2006,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2006
255,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20070101,2007,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2007
256,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20080101,2008,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2008
257,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20090101,2009,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2009
258,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20100101,2010,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2010
259,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20110101,2011,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2011
260,ALFA ROMEO,ALFA ROMEO GT 3.2 V6 DISTINCTIVE,20120101,2012,ALFA ROMEO GT 3.2 V6 DISTINCTIVE 2012
261,ALFA ROMEO,ALFA ROMEO 159 1750TBI PROGESSION,20110901,2011,ALFA ROMEO 159 1750TBI PROGESSION 2011
262,ALFA ROMEO,ALFA ROMEO 159 1750TBI PROGESSION,20120101,2012,ALFA ROMEO 159 1750TBI PROGESSION 2012
263,ALFA ROMEO,ALFA ROMEO 159 1750TBI PROGESSION,20130101,2013,ALFA ROMEO 159 1750TBI PROGESSION 2013
264,ALFA ROMEO,ALFA ROMEO 159 1750TBI TI,20110901,2011,ALFA ROMEO 159 1750TBI TI 2011
265,ALFA ROMEO,ALFA ROMEO 159 1750TBI TI,20120101,2012,ALFA ROMEO 159 1750TBI TI 2012
266,ALFA ROMEO,ALFA ROMEO 159 1750TBI TI,20130101,2013,ALFA ROMEO 159 1750TBI TI 2013
267,ALFA ROMEO,ALFA ROMEO 159 1.9 JTS,20060601,2006,ALFA ROMEO 159 1.9 JTS 2006
268,ALFA ROMEO,ALFA ROMEO 159 1.9 JTS,20070101,2007,ALFA ROMEO 159 1.9 JTS 2007
269,ALFA ROMEO,ALFA ROMEO 159 1.9 JTS,20080101,2008,ALFA ROMEO 159 1.9 JTS 2008
270,ALFA ROMEO,ALFA ROMEO 159 1.9 JTS,20090101,2009,ALFA ROMEO 159 1.9 JTS 2009
271,ALFA ROMEO,ALFA ROMEO 159 2.2 JTS,20060601,2006,ALFA ROMEO 159 2.2 JTS 2006
272,ALFA ROMEO,ALFA ROMEO 159 2.2 JTS,20070101,2007,ALFA ROMEO 159 2.2 JTS 2007
273,ALFA ROMEO,ALFA ROMEO 159 2.2 JTS,20080101,2008,ALFA ROMEO 159 2.2 JTS 2008
274,ALFA ROMEO,ALFA ROMEO 159 2.2 JTS,20090101,2009,ALFA ROMEO 159 2.2 JTS 2009
275,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20070701,2007,ALFA ROMEO 159 2.4 JTDM A/T 2007
276,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20080101,2008,ALFA ROMEO 159 2.4 JTDM A/T 2008
277,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20090101,2009,ALFA ROMEO 159 2.4 JTDM A/T 2009
278,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20100101,2010,ALFA ROMEO 159 2.4 JTDM A/T 2010
279,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20110101,2011,ALFA ROMEO 159 2.4 JTDM A/T 2011
280,ALFA ROMEO,ALFA ROMEO 159 2.4 JTDM A/T,20120101,2012,ALFA ROMEO 159 2.4 JTDM A/T 2012
281,ALFA ROMEO,ALFA ROMEO 159 3.2 V6 Q4,20061001,2006,ALFA ROMEO 159 3.2 V6 Q4 2006
282,ALFA ROMEO,ALFA ROMEO 159 3.2 V6 Q4,20070101,2007,ALFA ROMEO 159 3.2 V6 Q4 2007
283,ALFA ROMEO,ALFA ROMEO 159 3.2 V6 Q4,20080101,2008,ALFA ROMEO 159 3.2 V6 Q4 2008
284,ALFA ROMEO,ALFA ROMEO 159 3.2 V6 Q4,20090101,2009,ALFA ROMEO 159 3.2 V6 Q4 2009
285,ALFA ROMEO,ALFA ROMEO 159 3.2 DISTINCTIVE,20110901,2011,ALFA ROMEO 159 3.2 DISTINCTIVE 2011
286,ALFA ROMEO,ALFA ROMEO 159 3.2 DISTINCTIVE,20120101,2012,ALFA ROMEO 159 3.2 DISTINCTIVE 2012
287,ALFA ROMEO,ALFA ROMEO 159 3.2 DISTINCTIVE,20130101,2013,ALFA ROMEO 159 3.2 DISTINCTIVE 2013
288,ALFA ROMEO,ALFA ROMEO 159 3.2 TI,20110901,2011,ALFA ROMEO 159 3.2 TI 2011
289,ALFA ROMEO,ALFA ROMEO 159 3.2 TI,20120101,2012,ALFA ROMEO 159 3.2 TI 2012
290,ALFA ROMEO,ALFA ROMEO 159 3.2 TI,20130101,2013,ALFA ROMEO 159 3.2 TI 2013
291,ALFA ROMEO,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC,20110901,2011,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC 2011
292,ALFA ROMEO,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC,20120101,2012,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC 2012
293,ALFA ROMEO,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC,20130101,2013,ALFA ROMEO 159 3.2 Q4 DISTINCTIVE Q-TRONIC 2013
294,ALFA ROMEO,ALFA ROMEO 164 2.0 TWIN SPARK,19930301,1993,ALFA ROMEO 164 2.0 TWIN SPARK 1993
295,ALFA ROMEO,ALFA ROMEO 164 2.0 TWIN SPARK,19940101,1994,ALFA ROMEO 164 2.0 TWIN SPARK 1994
296,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19930301,1993,ALFA ROMEO 164 SUPER 3.0 V6 1993
297,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19940101,1994,ALFA ROMEO 164 SUPER 3.0 V6 1994
298,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19950101,1995,ALFA ROMEO 164 SUPER 3.0 V6 1995
299,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19960101,1996,ALFA ROMEO 164 SUPER 3.0 V6 1996
300,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19970101,1997,ALFA ROMEO 164 SUPER 3.0 V6 1997
301,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6,19980101,1998,ALFA ROMEO 164 SUPER 3.0 V6 1998
302,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6 A/T,19960401,1996,ALFA ROMEO 164 SUPER 3.0 V6 A/T 1996
303,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6 A/T,19970101,1997,ALFA ROMEO 164 SUPER 3.0 V6 A/T 1997
304,ALFA ROMEO,ALFA ROMEO 164 SUPER 3.0 V6 A/T,19980101,1998,ALFA ROMEO 164 SUPER 3.0 V6 A/T 1998
305,ALFA ROMEO,ALFA ROMEO 164 3.0 QUADRIFOGLIO,19930301,1993,ALFA ROMEO 164 3.0 QUADRIFOGLIO 1993
306,ALFA ROMEO,ALFA ROMEO 164 3.0 QUADRIFOGLIO,19940101,1994,ALFA ROMEO 164 3.0 QUADRIFOGLIO 1994
307,ALFA ROMEO,ALFA ROMEO 166,19990101,1999,ALFA ROMEO 166 1999
308,ALFA ROMEO,ALFA ROMEO 166 3.0 V6,19990601,1999,ALFA ROMEO 166 3.0 V6 1999
309,ALFA ROMEO,ALFA ROMEO 166 3.0 V6,20000101,2000,ALFA ROMEO 166 3.0 V6 2000
310,ALFA ROMEO,ALFA ROMEO 166 3.0 V6,20010101,2001,ALFA ROMEO 166 3.0 V6 2001
311,ALFA ROMEO,ALFA ROMEO 166 3.0 V6,20020101,2002,ALFA ROMEO 166 3.0 V6 2002
312,ALFA ROMEO,ALFA ROMEO 166 3.0 V6,20030101,2003,ALFA ROMEO 166 3.0 V6 2003
313,ALFA ROMEO,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T,20041001,2004,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T 2004
314,ALFA ROMEO,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T,20050101,2005,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T 2005
315,ALFA ROMEO,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T,20060101,2006,ALFA ROMEO 166 3.0 V6 DISTINCTIVE A/T 2006
316,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 PROGRESSION,20041001,2004,ALFA ROMEO 166 3.2 V6 PROGRESSION 2004
317,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 PROGRESSION,20050101,2005,ALFA ROMEO 166 3.2 V6 PROGRESSION 2005
318,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 PROGRESSION,20060101,2006,ALFA ROMEO 166 3.2 V6 PROGRESSION 2006
319,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 TI,20041001,2004,ALFA ROMEO 166 3.2 V6 TI 2004
320,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 TI,20050101,2005,ALFA ROMEO 166 3.2 V6 TI 2005
321,ALFA ROMEO,ALFA ROMEO 166 3.2 V6 TI,20060101,2006,ALFA ROMEO 166 3.2 V6 TI 2006
322,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20060901,2006,ALFA ROMEO BRERA 2.2 JTS 2006
323,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20070101,2007,ALFA ROMEO BRERA 2.2 JTS 2007
324,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20080101,2008,ALFA ROMEO BRERA 2.2 JTS 2008
325,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20090101,2009,ALFA ROMEO BRERA 2.2 JTS 2009
326,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20100101,2010,ALFA ROMEO BRERA 2.2 JTS 2010
327,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20110101,2011,ALFA ROMEO BRERA 2.2 JTS 2011
328,ALFA ROMEO,ALFA ROMEO BRERA 2.2 JTS,20120101,2012,ALFA ROMEO BRERA 2.2 JTS 2012
329,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20060901,2006,ALFA ROMEO BRERA 3.2 V6 2006
330,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20070101,2007,ALFA ROMEO BRERA 3.2 V6 2007
331,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20080101,2008,ALFA ROMEO BRERA 3.2 V6 2008
332,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20090101,2009,ALFA ROMEO BRERA 3.2 V6 2009
333,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20100101,2010,ALFA ROMEO BRERA 3.2 V6 2010
334,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20110101,2011,ALFA ROMEO BRERA 3.2 V6 2011
335,ALFA ROMEO,ALFA ROMEO BRERA 3.2 V6,20120101,2012,ALFA ROMEO BRERA 3.2 V6 2012
336,ALFA ROMEO,ALFA ROMEO 4C COUPE LAUNCH EDITION,20140901,2014,ALFA ROMEO 4C COUPE LAUNCH EDITION 2014
337,ALFA ROMEO,ALFA ROMEO 4C COUPE LAUNCH EDITION,20150101,2015,ALFA ROMEO 4C COUPE LAUNCH EDITION 2015
338,ALFA ROMEO,ALFA ROMEO 4C COUPE,20150201,2015,ALFA ROMEO 4C COUPE 2015
339,ALFA ROMEO,ALFA ROMEO 4C SPIDER,20151201,2015,ALFA ROMEO 4C SPIDER 2015
340,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 FI,19900201,1990,ALFA ROMEO SPIDER 2.0 FI 1990
341,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 FI,19930101,1993,ALFA ROMEO SPIDER 2.0 FI 1993
342,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 FI,19940101,1994,ALFA ROMEO SPIDER 2.0 FI 1994
343,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,19960401,1996,ALFA ROMEO SPIDER 2.0 TS 1996
344,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,19970101,1997,ALFA ROMEO SPIDER 2.0 TS 1997
345,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,19980101,1998,ALFA ROMEO SPIDER 2.0 TS 1998
346,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,19990101,1999,ALFA ROMEO SPIDER 2.0 TS 1999
347,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,20000101,2000,ALFA ROMEO SPIDER 2.0 TS 2000
348,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,20010101,2001,ALFA ROMEO SPIDER 2.0 TS 2001
349,ALFA ROMEO,ALFA ROMEO SPIDER 2.0 TS,20020101,2002,ALFA ROMEO SPIDER 2.0 TS 2002
350,ALFA ROMEO,ALFA ROMEO SPIDER 2.0,20040101,2004,ALFA ROMEO SPIDER 2.0 2004
351,ALFA ROMEO,ALFA ROMEO SPIDER 2.0,20050101,2005,ALFA ROMEO SPIDER 2.0 2005
352,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20070101,2007,ALFA ROMEO SPIDER 2.2 JTS 2007
353,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20080101,2008,ALFA ROMEO SPIDER 2.2 JTS 2008
354,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20090101,2009,ALFA ROMEO SPIDER 2.2 JTS 2009
355,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20100101,2010,ALFA ROMEO SPIDER 2.2 JTS 2010
356,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20110101,2011,ALFA ROMEO SPIDER 2.2 JTS 2011
357,ALFA ROMEO,ALFA ROMEO SPIDER 2.2 JTS,20120101,2012,ALFA ROMEO SPIDER 2.2 JTS 2012
358,ALFA ROMEO,ALFA ROMEO SPIDER 3.0 V6,20030101,2003,ALFA ROMEO SPIDER 3.0 V6 2003
359,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6,20040101,2004,ALFA ROMEO SPIDER 3.2 V6 2004
360,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6,20050101,2005,ALFA ROMEO SPIDER 3.2 V6 2005
361,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20070101,2007,ALFA ROMEO SPIDER 3.2 V6 Q4 2007
362,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20080101,2008,ALFA ROMEO SPIDER 3.2 V6 Q4 2008
363,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20090101,2009,ALFA ROMEO SPIDER 3.2 V6 Q4 2009
364,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20100101,2010,ALFA ROMEO SPIDER 3.2 V6 Q4 2010
365,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20110101,2011,ALFA ROMEO SPIDER 3.2 V6 Q4 2011
366,ALFA ROMEO,ALFA ROMEO SPIDER 3.2 V6 Q4,20120101,2012,ALFA ROMEO SPIDER 3.2 V6 Q4 2012
367,ALFA ROMEO,ALFA ROMEO GTV 2.0 TS,19960401,1996,ALFA ROMEO GTV 2.0 TS 1996
368,ALFA ROMEO,ALFA ROMEO GTV 2.0 TS,19970101,1997,ALFA ROMEO GTV 2.0 TS 1997
369,ALFA ROMEO,ALFA ROMEO GTV 2.0 TS,19980101,1998,ALFA ROMEO GTV 2.0 TS 1998
370,ALFA ROMEO,ALFA ROMEO GTV 2.0 TS,19990101,1999,ALFA ROMEO GTV 2.0 TS 1999
371,ALFA ROMEO,ALFA ROMEO GTV 3.0 V6,19990601,1999,ALFA ROMEO GTV 3.0 V6 1999
372,ALFA ROMEO,ALFA ROMEO GTV 3.0 V6,20000101,2000,ALFA ROMEO GTV 3.0 V6 2000
373,ALFA ROMEO,ALFA ROMEO GTV 3.0 V6,20010101,2001,ALFA ROMEO GTV 3.0 V6 2001
374,ALFA ROMEO,ALFA ROMEO GTV 3.0 V6,20020101,2002,ALFA ROMEO GTV 3.0 V6 2002
375,ALFA ROMEO,ALFA ROMEO GTV 3.0 V6,20030101,2003,ALFA ROMEO GTV 3.0 V6 2003
376,ALFA ROMEO,ALFA ROMEO GTV 3.2 V6,20040101,2004,ALFA ROMEO GTV 3.2 V6 2004
377,ALFA ROMEO,ALFA ROMEO GTV 3.2 V6,20050101,2005,ALFA ROMEO GTV 3.2 V6 2005
378,Asia,ASIA ROCSTA 4X4 HARDTOP PETROL,19960101,1996,ASIA ROCSTA 4X4 HARDTOP PETROL 1996
379,Asia,ASIA ROCSTA 4X4 HARDTOP PETROL,19970101,1997,ASIA ROCSTA 4X4 HARDTOP PETROL 1997
380,Asia,ASIA ROCSTA 4X4 HARDTOP PETROL,19980101,1998,ASIA ROCSTA 4X4 HARDTOP PETROL 1998
381,Asia,ASIA ROCSTA 4X4 SOFTTOP PETROL,19960101,1996,ASIA ROCSTA 4X4 SOFTTOP PETROL 1996
382,Asia,ASIA ROCSTA 4X4 SOFTTOP PETROL,19970101,1997,ASIA ROCSTA 4X4 SOFTTOP PETROL 1997
